"id"	"biaoti"
"551"	"板块涨了3个多点，tcl涨了2个多点，大盘涨1.5个点！你"
"552"	"国运之板：科创板带动芯片投资！267亿砸向半导体，72"
"553"	"骂一次总算把4.65啃掉了[大笑][大笑]"
"554"	"胸弟们，我对不起大家了，拖了那么多天，今天割肉走了"
"555"	" 一声惊雷平地起！所有散户们听令！今天开盘全仓杀入！"
"556"	"京东方A今日上涨0.44%，股价4.61元高于短线支撑位4.42"
"557"	"京东方不如TCL，这得承认。"
"558"	"说实话真的看不懂！磨磨唧唧"
"559"	"贱A，扶不上墙"
"560"	"华为将HMS生态优先级提升至最高"
"561"	"不是个B玩意！"
"562"	"庒牛B，又要套死多少"
"563"	"五指山给你压的死死的"
"564"	"今天上4.7才能看到希望"
"565"	"这交易量还建仓"
"566"	"6.66过不去吗！过，将顺顺利利健健康康平平安安快快乐"
"567"	"总是别人家的孩子，别人家的股票，唉！"
"568"	"放弃了，还不涨"
"569"	"国之重器就这死样[撇嘴]"
"570"	"一分钱玩一天"
"571"	"看看人家正川股份，真是寒颜！"
"572"	"真心比tcl差的远"
"573"	"在也碰这垃圾"
"574"	"不是说今天公布中报表的，怎么没有看到啊"
"575"	"目前量能明显不够"
"576"	"温水煮青蛙，几分钱玩一天，还没有量"
"577"	"后悔买了京东方"
"578"	"今天建仓明天大涨"
"579"	"有多少人和我一样，帐户是亏损的。"
"580"	"跌的时候四五个点涨的时候0.45个点你也是真的垃圾"
"581"	"拿不了三年现在就走人"
"582"	" 压盘大量吸筹。在4.624.634.64位置，小散看到怕了，50"
"583"	"什么时候才能上5块、姑娘等着解套呢"
"584"	"京东方，非你莫属！"
"585"	"这里谁是老大？回调在4.5---4.6几揉，现在可略了。"
"586"	"冲啊"
"587"	"这股票有过涨停吗"
"588"	"半壁江山？二季度华为销量占比超46%；浦发回应用户被"
"589"	"4.6左右可以进了，记得五块出就行"
"590"	" 我还有机会吗？"
"591"	"公告由于最近京东方A涨幅不大，被人决定该名为凉东方B"
"592"	"53的时候买进了，还是忍不住贪心，但感觉心里预测今天"
"593"	"价值投资京东方，拿在手中心不慌！"
"594"	"可以冲了！加油"
"595"	"还有机会涨吗？"
"596"	"看国星光电"
"597"	"全是抛的6666"
"598"	"缩量被动上涨，小心"
"599"	"谁说它一分钱玩一天啊，太精辟了[俏皮]"
"600"	"涨幅还不如买的两个基金，怎么回事？！"
"601"	"明天开启深跌成狗"
"602"	"缺一根大阳线提振信心！"
"603"	"看看tcl吧废物"
"604"	"你还是科技股吗？来表现一下吧"
"605"	"本周回本是不可能了"
"606"	"京东方A未来股价10元起步，是现在价格最便宜的消费电"
"607"	"建仓，风险不大"
"608"	"太恶心了"
"609"	"砸砸砸砸砸！"
"610"	"碰到恶庄了，还是胸无大志的那种"
"611"	"垃圾股，早点退市吧，大盘跌的时候狠劲跌，大盘涨的时"
"612"	"4元等你。"
"613"	"赚一千，走喽，一个月烟钱有了！"
"614"	"4.73买的，贵吗？你这可是替代进口的啊"
"615"	"人家TCL都升2点玩一天，你垃圾就0.00玩一天，臭垃圾"
"616"	" 来了老弟"
"617"	"小散昨天跑今天抢[大笑][大笑][大笑][大笑][偷笑][偷"
"618"	"你这个废物还要绿是最好笑的"
"619"	"4.53"
"620"	"还亏10个点"
"621"	"烂股"
"622"	"太弱了不想涨"
"623"	"便宜没好货股价高有高的道理"
"624"	"赔的挺一挺，不要割肉啊，回本的你不挣钱干嘛来了，这"
"625"	" 韭菜：""韭菜""学名~A~tuberosumRottl.exSpreng[俏皮]["
"626"	"JDI：投资250亿日元抢占中小尺寸OLED市场"
"627"	"4.8的到现在还是给套住[胜利]"
"628"	"歌尔股份的孙子都不配"
"629"	"弱不拉几的"
"630"	"2分钱玩一天的节奏吗"
"631"	"我5.7买的还在这站着[哭]"
"632"	"小散昨天拼命卖出，今天又拼命买入，真是搞不懂是啥套"
"633"	"垃圾就是"
"634"	"华为郭平：全球5G部署已告一段落 下一重点是释放5G红"
"635"	"下来吧，别撑着了"
"636"	"尾盘会有偷袭，大资金在进"
"637"	"希望今天4.7以上收盘"
"638"	"4.65卖了，4.5等着你哈"
"639"	"垃圾货色"
"640"	"7月27日下午，华为轮值董事长郭平在2020共赢未来"
"641"	"趋势这么好，3.8的本还一动没动呢，等着突破10块"
"642"	" [图片]"
"643"	"估计又是一大波韭菜"
"644"	"这个垃圾科技跑输大盘"
"645"	"核心的还是消费。"
"646"	"没业绩  操概念的   没在风口就是垃圾了"
"647"	"听说这股是散户集中营！那就对了！股市中真真假假多的"
"648"	"手续费比股价还高，这样反复买卖有意思吗"
"649"	"见过无耻的，没见过这么无耻的。"
"650"	"挺住  我中午去借点钱拉拉可好"
"651"	"当股东喽"
"652"	"不够强势"
"653"	" 我怎么一点也不担心，我到希望他还多跌一点，他却涨，"
"654"	"`京东方a估计要上涨了"
"655"	"涨！[鼓掌][鼓掌][鼓掌]"
"656"	"现在4天多还能买8月5元以上"
"657"	"赚了2毛走了，"
"658"	"京东方5.15的成本，该不该割肉"
"659"	"2字垃圾，浪费行情！"
"660"	"赶紧上车，不上车咋样让机构割韭菜呢。赶紧上，赶紧上"
"661"	"A股十大科技股龙头"
"662"	"不只5G！华为去年年初即申请区块链分类账储存方法及设"
"663"	"你的兄弟已经起飞了，你在干啥，装鸵鸟嘞"
"664"	"大盘要是回调个0.5马上变绿  信不"
"665"	"死玩意。我很少骂人的"
"666"	"京东吧里广大的嫩韭菜都是些无知的散民，这样的帖居然"
"667"	"5.6抢着买，4.6抢着卖，有意思吗"
"668"	"真假北向操纵股市[大笑][大笑][大笑][大笑][大笑][大"
"669"	"4.65怎么就压力这么大"
"670"	"为什么大盘涨，利好还跌[哭]"
"671"	"墨迹"
"672"	"管理人"
"673"	"要大涨了"
"674"	"  大盘一掉头砸的比谁都快   机器人操作吗"
"675"	"只要有压盘就不要怕，怕就怕下面有托盘[鼓掌]"
"676"	"万手哥驾到"
"677"	"静静的在4.5等着。"
"678"	"超级大垃圾，破产吧。"
"679"	"与TCL同一个操盘手，节奏点都踏着TCL的调子走，哪像个"
"680"	"短期趋势不明显，持续观望"
"681"	"京东方今天日猪了"
"682"	"哟！今天这是太阳打西边出来了啊，居然涨这么多"
"683"	"你走吧亏的六块钱我给你"
"684"	"让你大爷TCL再涨涨带带可行"
"685"	"太墨迹了，割肉吧"
"686"	"真正的潜力股浙江永强"
"687"	"卖了创世纪，买了个你这么个所谓打造的科技股，亏惨我"
"688"	"问题不大"
"689"	"外资大笔进入，4.4的窟窿，还补不补？"
"690"	"中国的三星啊，股价严重低估"
"691"	"第二季度中国智能手机销量同比下滑17%，华为占比近半"
"692"	"反正打算常持京东方了，短期涨跌不关心了[俏皮][俏皮]"
"693"	"今天买的真多"
"694"	"大盘都跑不过的垃圾，怪不得苹果三星不要你"
"695"	"自打苹果不用你的屏幕你就一蹶不振了？"
"696"	"京东方A：散户之王，国之重器，低估了吗？"
"697"	"嚯，涨不过大盘"
"698"	"5.39割肉了，拜拜，等过年真的难等！"
"699"	"一动不动，王八神功"
"700"	"何时能到502"
"701"	"新的心跳！"
"702"	" 特性(老生常谈)：股市投资~永远都要牢记股市最大的特"
"703"	"君乐宝试水新零售：“超级模式”涉嫌传销？"
"704"	"又是几分钱玩一天？"
"705"	"一个字儿，弄"
"706"	" 目前开盘来看大盘继续向下，有色、农业、猪肉、白酒、"
"707"	"这个庄家真是好啊。让我们有高抛低吸的机会。[胜利]"
"708"	"只要大盘好跟着你就有肉吃"
"709"	"这走势就是业绩差的走势"
"710"	"大盘疯涨，还压！"
"711"	"每只股都有它的春天，静等京东方春天到来！看好它就相"
"712"	"死压"
"713"	"TCL旋转智屏VS华为智慧屏，消费者该如何选择？"
"714"	"大家齐心协力，庄家也就不会下拉了，但就是做不到"
"715"	"三个声音"
"716"	"抄在半山腰，亏损十多个点"
"717"	"你们这些小散啊就是这个命。韭菜的命。就该被割。这就"
"718"	"砸呀！往死里砸呀！"
"719"	"这货还能放着吗 大盘涨他也不动 大盘跌他跌的更快"
"720"	"赶紧破产吧，三分钱玩一天"
"721"	"千年龟"
"722"	"大盘涨这么多，你就不能翻红吗"
"723"	"万手哥来了～"
"724"	" 这买单队排的真整齐"
"725"	"一盏茶，一包烟，一分钱我玩一天"
"726"	"红一下，让大家看下"
"727"	"全红就你绿哦买嘎"
"728"	"大盘已稳"
"729"	"永远都是个"
"730"	"看着都费劲，大盘涨你不涨，大盘跌你拉稀"
"731"	"主力跑了哎"
"732"	"没业绩就这鸟样了"
"733"	" 《十几载》牛熊过往十几载，今朝仍在品多空浮云相伴影"
"734"	"不争气？？？[傲]"
"735"	"适当买入"
"736"	"垃圾中的战斗机"
"737"	"中国股市：你没见过的最新最强十大科技龙头股（收藏）"
"738"	"是吧"
"739"	"三盘都红了"
"740"	"心急吃不了热豆腐，这么多年都等了，还差这一年吗？终"
"741"	"你是什么垃圾"
"742"	"庄家你们能做个人不？"
"743"	"我就是没出息，你们能拿我怎么办"
"744"	"永远垃圾"
"745"	"早餐一顿操作猛如虎，下午泡面织布弱成狗横批习惯就好"
"746"	"关注度为什么那么高？！"
"747"	"退市算了"
"748"	"费"
"749"	"[下跌][下跌][下跌][下跌][下跌][下跌][下跌][下跌]["
"750"	"还在压盘吧，没有人气了，"
"751"	"新消息：国内5G进展被确认，华为新阶段开始，并在光刻"
"752"	" 不以牛~喜，不以熊~悲，不以涨~喜，不以跌~悲，开开心"
"753"	"怎么一直下跌，就不长呢，京东方不行啦"
"754"	"跌倒4块以下在进了，撤了撤了，"
"755"	"原来昨天下午开票卖掉是对的"
"756"	"没大手托盘了，可以买点了"
"757"	"TM的打脸了"
"758"	"这垃圾"
"759"	"京东方太坑，"
"760"	"两市第一大空头京东方"
"761"	"就是要砸到大家都绝望，然后庄家抄底。"
"762"	"没出息的京东方…"
"763"	"彻底垃圾货"
"764"	"4.57，被洗走了"
"765"	" 金东方没有成为苹果供应商但后面还有机会"
"766"	"不考虑麒麟芯片，华为和荣耀的5G性价比手机有啥选择？"
"767"	"超跌反弹，今天不跑，明天绿4个点以上"
"768"	"永远都是"
"769"	"垃圾呀"
"770"	"超级垃圾货色"
"771"	"面板什么时候被淘汰"
"772"	" 来京东方第二天打卡一下不到5.5不清仓！不做T！"
"773"	"垃圾货"
"774"	"国际全价吕创新高，电子元件材料含金属成本一路飙升，"
"775"	" 2020-7-28京东方A 沪深股通机构持股及增减数量"
"776"	"今天可以上5元吗？"
"777"	"就知道这废物扶不起，4.47进的4.61抛了[一把梭]"
"778"	"本来以为昨天大盘会向下补一下3150点缺口，但受外围影"
"779"	"资讯 京东方A(000725)融资融券信息(07-28)"
"780"	"高科技不如卖酱油的比如海天味业ST加加"
"781"	"资讯 京东方Ａ：融资净偿还1.32亿元，两市排名第十（07-28"
"782"	" 京东方a：我己炒底买入3000万，净等主力抬轿，上图…"
"783"	" 韭菜：作为我们真正散户投资者~必须要有自知之明~即无"
"784"	"股价走势，早有定数，涨涨跌跌，一切枉然。"
"785"	"高开就溜，行情不好"
"786"	"消费行业真的是大牛股啊诞生地"
"787"	"金东方坐等业绩好转"
"788"	" 操作真谛：个人股市投资操作真谛~如果您是一名真正的"
"789"	"牛！六涨停000877神泥！"
"790"	"金蛤蟆变癞蛤蟆了"
"791"	" 庆八一~迎十一~决战2020[献花][胜利][献花][胜利][献"
"792"	"反弹刚刚开始而已"
"793"	"吧里有人说京东方一千多亿的盘子谁拉得动！太小看机构"
"794"	"持有"
"795"	"净资产收益率0.5，净利率负值怪不得股价不涨。公募基"
"796"	"如何调仓换股说5点，不管牛市还市熊市都记住汰弱留强"
"797"	" 纠结与质疑：股市投资操作~永远无需过度纠结与质疑后"
"798"	"我决定京东方的庄家就看上我这几百块钱了，大哥，我就"
"799"	"专访粤芯半导体副总裁李海明：大湾区和国内市场是我们"
"800"	"各路股神，股价预言家，精准定位低接爱好者又出现了，"
"801"	"京东方今天不错，资金建仓了，明天看涨"
"802"	"明天k线预计一根避雷针，红的绿的没准。"
"803"	"三星垃圾手机还有多少人在用，占比缩到了个位数吧，想"
"804"	"京东方跃LCD龙头，大陆厂商拿下全球50%产能。中国大陆"
"805"	"转发"
"806"	"2019中国好公司…"
"807"	"完了，唱多的出现了，明天闷杀，跌回3元时代最好[鼓掌"
"808"	"接下来，开始震荡向下，等4.30元再买点。"
"809"	" 该补还是不补呢？京东方A总是让人失望透顶请各位大神"
"810"	"明天大概率上4.88"
"811"	"京东方有没有价值投资的潜力？"
"812"	"屏幕这个行业不赚钱"
"813"	"给大家一封信"
"814"	"小美低开了，就看能不能高走，不然明天大A跟着遭殃"
